"OLS","DML.LASSO","DML.RF"
1.13688380357878,1.14217252339677,1.19919465665498
1.05333167671978,1.00044126888379,1.14610816183633
0.936203704539707,0.994503647270671,1.12740469979444
1.00179468910365,1.01731019749028,1.12485196480143
0.910351078299414,0.940356994920208,1.08689578721358
1.11094984929725,1.05536316489089,1.34316544757929
1.11201778940167,1.07195965786206,1.13254493292129
1.08822065339756,1.08575787845555,1.16028967671379
1.02688752070122,1.07232006102876,1.18390224503127
0.995066912142514,0.981563450765224,1.13745093816617
0.977185410188657,0.998618462214743,1.1579557976862
1.09799379472768,1.06480824893773,1.16468000439898
1.06521498570262,1.04134337650263,1.13984342718482
1.03331219605464,1.06932040433827,1.10206329744715
0.915122867437722,0.974497226464646,1.09723943235833
1.11850046370723,1.08093099309679,1.22097433611397
0.990404574263358,1.01139943241988,1.01869111061321
0.923035838563736,0.961712751485165,1.18920529215702
0.89222409030238,0.905427437291549,1.09117335314736
0.899633511997668,0.990141278055398,1.17242602728673
0.990063251700005,0.961970849853165,1.12883932438428
0.995696188501335,1.02899492622196,1.12615805328409
0.987393488659239,0.976061502657569,1.11240570886329
1.01171876932982,0.990618240347822,1.13076056687678
1.0187307590657,1.04639263208802,1.06740646772082
1.06197760781505,1.05697063003698,1.25838590346068
0.981745967961779,0.98191026229151,1.22767972898045
1.04406413747013,1.03167982070807,1.17352214752641
1.02265235993223,1.05840549672326,1.07214760077716
0.922540791327805,0.956841253000394,1.01179221886929
0.929597875486844,1.01795943148582,1.0891258320785
0.994449718467192,1.00650512751691,1.11408804424874
1.05309983018215,1.05724563682852,1.12508737527296
1.0156999492968,1.07931896376082,1.20653911778311
0.838763360539155,0.923667012424852,1.09669824635965
0.83801659043745,0.840191321279175,0.960946944861887
0.945264157822081,0.995565324460421,1.1360781181257
1.08579213203783,1.09550679513454,1.13430756196587
0.956333172955754,1.00591813801726,1.03215425383744
1.08959533445737,1.09293888410807,1.21911718810727
0.916661454605281,0.917361518524789,1.12874033036813
0.97100893403378,1.00267239304621,1.18772059043049
1.00574488787851,0.961285402973616,1.13209154658671
0.920095866561099,1.01635631904396,1.09445590872529
1.20410529968801,1.17162420168277,1.24386157889621
1.00243157515443,1.02971681283214,1.15632975233847
0.989135913486016,1.04915323625461,1.08724467685993
0.942589885693474,0.969756171673416,1.06148335199249
1.00336626595606,0.966677743401237,1.09528306026454
0.960355919058483,1.01358252384005,1.12908062989656
0.974245098434771,0.988343657148743,1.10442858348417
0.954374322984766,0.945006323733196,0.964712856029905
1.05785283179137,0.995855692657326,1.19973404455734
1.01394665007308,1.01465857948004,1.14762854799564
0.921729521335697,0.918843911713513,1.0712097503575
1.05417022396857,1.08522872094781,1.14123409275783
0.904326969104946,0.897086282158445,1.00870180084604
1.02067144324885,1.0335557303993,1.16872132517783
1.09968929401925,1.10425867116955,1.216682505579
1.06782540298018,1.07600485027404,1.15342265815962
0.976619672185998,1.01809737631968,1.14643633316064
1.14381013949408,1.18610652056602,1.16866706946729
1.0481840812736,1.10455856515324,1.14858076667071
0.826513211152529,0.893729261680005,1.04275678819449
1.04859813554872,1.03340510038057,1.14311239577335
1.07788150550371,1.08600228160234,1.11951113134163
0.991898158988302,1.01750171489728,1.14593495224858
0.947010949201192,1.02758972085159,1.07615923219348
0.968392250970967,1.05567135748826,1.15801981439335
1.03843172187577,1.08275093872654,1.1692237925838
1.03668045859517,1.0335163329969,1.15244104235793
1.01278050816355,1.04526720752745,1.07335549595548
0.916464699134121,0.942514832786286,1.07245655329179
0.945561371638585,1.01548310327666,1.05670232494771
1.03692374026434,1.02859287367322,1.12794586523866
0.94094346624928,0.978987595644694,1.07597535254734
1.0452121791867,0.98764877527621,1.18135937210978
1.02685563238462,0.937124931105535,1.15742047186534
0.911044220129896,0.889730587794961,1.14039879154971
1.02587622687261,1.01693461637477,1.06647001302256
1.15764910257355,1.11335946578567,1.19723416866979
0.856044124460996,0.883529389604684,1.03906754068015
1.06513542183752,1.05464911851798,1.23879043710376
1.00545397487202,1.045214727478,1.09906996779555
1.07572387377426,1.06690366228896,1.14031150222082
0.975028037131136,0.970192395945074,1.1161544419394
1.1046214041953,1.13006484210318,1.23640592501155
0.896790195951094,0.943114119296958,1.08745135471479
1.15454137871938,1.17208615421402,1.25697006062531
1.1047140961471,1.12676183905253,1.18434867203661
1.10644064523703,1.07061657139072,1.24942584241531
0.879490789974609,0.895829188959211,1.05901486199775
1.13661313210445,1.11983137434739,1.23769095538942
0.980401703392374,0.989019484135864,1.1231241477947
0.980002210002719,0.988183237370892,1.12680581018878
0.933609498552979,0.955609841604653,1.07068564614868
0.998495804935472,1.05394184390046,1.18914214610632
1.12832539118934,1.13170109111185,1.17276674383883
0.971931806698401,0.969691925942683,1.17191440629838
0.994919753860496,1.00986306849797,1.13916768159666
0.93563337926803,0.990975104166675,1.17053560282293
0.969523619304081,1.06569893125003,1.2266359895341
0.911026172153764,0.961034743131636,0.983687687772316
0.869483008244124,0.957111376854901,0.986260959928437
1.02703033727001,0.999871373229549,1.18453213260485
0.981823915802217,0.980630219092233,1.09702031272071
1.22141328777346,1.20394982682215,1.26226208112981
0.93893388068739,0.94153706880522,1.11195606912266
0.991768472888612,1.03463537788909,1.19802614704605
0.99525783461524,0.955180853587129,1.05942663714246
1.12170627339608,1.09362128357296,1.28582803883871
0.853524929301326,0.901713541612174,1.10950646721001
0.904348469121226,0.920296085506141,1.03519029474225
1.0963167825583,1.21450085919663,1.23565932817567
1.03932593819238,1.02069996848916,1.14769143838033
1.11637539708963,1.1072553701592,1.257937357738
1.09750736317449,1.03165452047482,1.13382018167335
0.940221228136052,0.94765774852833,1.12718848582496
0.964985067716007,0.958995779319427,1.14037985205228
1.08248888765773,1.0790192571308,1.17864576456485
0.895149433788588,0.978525494599952,1.1555919117133
1.05789212351263,1.05413020967492,1.11268028079913
0.91619859057468,1.00989835266099,1.14795349601122
1.01950050101318,1.06318661387279,1.14974000723553
1.06909183185109,1.00694949340563,1.12273466080714
1.03874639480049,0.981748332221802,1.15711475079282
0.955574088963963,0.997857241531164,1.07836670101794
1.02562421745826,1.02046655831328,1.13674967579234
0.920020584705078,0.918047842758501,1.12137855199183
0.956665496603743,0.980750444255287,1.1263764782496
1.05049246175852,1.07995829189666,1.21775219451
1.11783247918326,1.17492075324436,1.290234425119
0.940360754930098,0.973012615699524,1.12361264085876
1.01854143721007,0.994376628422916,1.20794713411501
1.02269206833999,1.09258905621364,1.05594816115702
0.90715358744455,0.983070219678969,1.10931294701508
0.916653479554364,0.952808899094684,1.07767036582043
1.06622234453199,1.04948215735364,1.21216430339475
0.965193297899621,1.01423186594765,1.09038001139621
0.959661122726772,0.989943340334423,1.12867050916274
1.02612644738357,0.990447608909899,1.17367795486557
1.04955981221677,1.04117089592971,1.18742402806753
1.0024663044494,1.02913922351862,1.14345590703203
0.905694641009115,0.919851437381928,1.0570082642767
1.02298245493127,1.00712170544396,1.15278623731598
1.12660526338288,1.12619139035829,1.33337033843143
1.03235742515353,0.999931260453696,1.12423883525422
1.03033068150475,1.04674399369262,1.17891780912852
0.904267192965206,0.932240014329853,1.09598511142037
1.06704209366294,1.11525890724634,1.13964679039726
1.00101130196644,0.994713159471016,1.12089953645319
1.03450594255423,1.06843067324572,1.17074041017667
1.11108539065225,1.09006947545936,1.21284321540961
0.954838956777882,1.06808185141731,1.1073699045668
1.03397056459603,1.02189185763126,1.14353318345862
0.857855922530227,0.928948006908816,1.15940492331292
1.08251614116926,1.12117846397251,1.29909279649894
0.887134278971715,0.91039270080475,1.11591255124998
1.10533825044798,1.08702943601895,1.23551224312338
0.862565709251083,0.962629890956816,1.07368028493676
0.913800328382167,0.906469498670741,1.11194138020038
0.966064883165157,1.02594211325516,1.13015106759167
1.12850548106845,1.06843030096471,1.28695406643847
1.18082387252362,1.11392115842455,1.28920430645034
0.90999534345299,0.958651784757789,1.13602626796426
0.929641927919482,0.961614180343123,1.14830775265
1.0131619091864,1.0114514112997,1.19428016092469
0.943688435556406,0.927700355788349,1.10755866187532
1.01263161679008,1.03289620472862,1.16124989035895
0.914184239612709,0.931996825467784,1.05832294275433
1.04893443721203,1.06004773234986,1.09568530228183
1.1254124953226,1.11192407400755,1.17914089594565
1.01946674502429,1.02981157002627,1.16909638448479
1.02778075589878,1.06541021450195,1.15549251966703
0.997777852938898,0.937548520933871,1.11562963486283
1.00518378885418,1.06002005657352,1.16277071775359
1.1308857828838,1.14648961225705,1.22082735430125
0.937024270745465,0.941234754347946,1.08803375426958
1.08695366738932,1.09477506058122,1.14993993617748
0.947614472632155,0.968952553046585,1.11766487456929
0.951892691205732,0.98644861451174,1.12707361882964
1.08639856703912,1.10301045861609,1.19263269490047
0.854067436509198,0.906637820918294,1.05498487998818
0.880987257087572,0.876050315224433,1.08775683315341
1.01513255730152,1.0205206942246,1.07903484727633
0.932226400231034,0.923476645989104,1.14995039574247
0.966799204953977,0.950280215607556,1.10656981907007
1.01022659497589,1.0800765898037,1.21243301868784
1.04112728195122,1.03179332528432,1.19356151499118
0.966011945388921,0.972723760407631,1.11073911361283
0.962340693810716,0.939381315417355,1.12000240298797
0.868615112703594,0.926468100621972,1.08484567820958
1.09769211105999,1.09993922530516,1.21743107786799
0.918881777700852,0.959163489821226,1.07701663975281
0.956701151920294,0.983717422907382,1.14252565072175
1.04640943960851,1.06797249076182,1.17702468973382
1.18025268561315,1.14543053198072,1.25564516310874
0.99907151646846,1.01895808894566,1.10969064954093
0.898191262221181,0.948974997614933,1.0337388206188
0.893394437957794,0.835771726898074,1.073447726572
0.927860503403054,0.989917515406171,1.18020017340585
1.08515536374559,1.15032385857965,1.19733576016835
1.09105236982481,1.08122312134566,1.15879205534181
0.965592745120213,0.932261614803153,1.07346319350291
0.883362423028503,0.919672959497607,1.06946437997679
1.00451474495435,1.03209508677992,1.11183673365566
1.08026001532783,1.09467147265975,1.20958168250805
1.03772811120392,1.04354188343462,1.17353669198982
1.09541045501903,1.10900189592087,1.28933312014427
0.975001412828345,0.959857605386162,1.14708731063553
1.06268568224264,1.04595717956998,1.21468754199217
0.924332141436045,0.915370568245438,1.0886231737894
0.973695186701301,1.01254287581768,1.12157069236153
1.03410607092889,0.963148366235223,1.14810946997717
1.00598045464608,0.964983429523667,1.12898958274312
0.9802104507634,0.999928362619169,1.10355526233702
0.976865981474571,0.971579662794696,1.14780207053207
0.990344991502375,0.999597499947254,1.21944287417741
0.857026903041677,0.953273878788606,1.15098550919352
1.00866334251797,1.04562128662243,1.12914153393963
0.94286093453878,1.03490314056853,1.15873538298413
0.987006625542222,0.968095794953519,1.10897410346238
1.05555209172263,1.03814048371174,1.21245333877433
1.00028858288395,1.05288688618847,1.15715442521926
0.960503100005388,0.960780734052004,1.10258393207686
1.00714720265308,1.02028355475493,1.10726702004422
1.00965700594648,1.04007788718359,1.14370224265126
0.955341017681309,0.966954930566384,1.11103994475796
1.04848695987751,1.00593859774575,1.05425619492518
1.03822376864047,1.0449871005446,1.09995694102099
1.02764619190404,1.04412224896021,1.19055552618804
1.12472949005257,1.1227971371338,1.159495403643
1.05592958302258,1.0437226693513,1.11446654627409
1.10044677303113,1.12334291248137,1.17917452202843
1.00594094280131,1.00819550920066,1.07296125764267
0.970005449671433,0.956473546056359,1.10615014056076
1.10328709306199,1.13646684650487,1.21305148565741
1.00138171660013,0.948298014906314,1.14616577668104
0.984997729560135,0.971917893580834,1.16827680471525
