"OLS","DML.LASSO","DML.RF"
1.21541774895005,1.21693863583933,1.1539984516061
1.16955612983964,1.17811615541346,1.04755048321365
1.2158529060949,1.21872183213309,1.08408247846624
1.21083677329259,1.20685215745661,1.01228193778563
1.05734979686639,1.08111007351516,0.860234616351875
1.12383794739151,1.14819389829903,1.05010417502627
1.33818083766726,1.35732919771712,1.1534838240103
1.19295259809537,1.18649532027273,1.07911529730791
1.26167113438426,1.26392461857415,1.10094446189937
1.20106551249814,1.21004440122552,1.02583187190243
1.23296861408819,1.24608902375507,1.08318830478879
1.25305906418398,1.24062659586715,1.12236062340565
1.13216005264466,1.13211589804813,1.0044963835614
1.22424438813053,1.2387145841979,1.12850340707767
1.13963707894821,1.14039253442673,0.97356216609069
1.27958040018405,1.27114833245688,1.1472879002213
1.35103186043306,1.3670635683151,1.05929525358143
1.3038222158302,1.30160144025487,1.17530451698835
1.194269189357,1.18712043131406,0.975527827641252
1.23442159322207,1.24338110329321,1.08204672820968
1.26944239222156,1.27463199254537,1.13120609122055
1.15486797451383,1.14750802192133,1.05819908919129
1.36204141101169,1.37892593017487,1.25816573412067
1.13618334640333,1.15411478538711,1.05077462911495
1.2102820570631,1.22215486697505,1.0718970205842
1.26392032248935,1.25598711918934,1.13607646214977
1.13624219678181,1.15493625526324,1.04627209406262
1.18626275103866,1.18594908703767,0.951400103688675
1.23882174917268,1.23993908689384,1.04090976518774
1.15088956857319,1.14217535313625,0.990027602499349
1.25913623820584,1.25268463755459,1.13366686752694
1.16804607916302,1.1658811138583,1.06406206975488
1.14819112902045,1.14948069425827,1.06825174896672
1.15884213818208,1.15459563499322,0.992421285044773
1.12998773681505,1.11144115436325,1.04431082338618
1.19192268247674,1.22051946807342,0.967382304777098
1.21335400530911,1.2055643662015,1.25278880397496
1.14537581675719,1.13200365311567,0.997084767737014
1.22697855282403,1.21305351738248,1.11880337105545
1.24681168373008,1.25314023860645,1.13399729952415
1.13968658101643,1.12548092087885,1.04543301106031
1.40016658308119,1.41716080019948,1.14749725793945
1.14050040609125,1.14404652337555,1.00700819893361
1.16913206587205,1.15143140064202,1.01079552817627
1.24361879758404,1.25081132594437,1.05990852123984
1.20188217305876,1.22530445599871,1.09079683358867
1.17423637907545,1.17964801848797,0.971967238248218
1.22350644805866,1.2315442081923,1.13414240632375
1.2277943145647,1.21256574742385,1.02868361772622
1.16968628078237,1.18813510566926,1.01744676766472
1.07207551921322,1.07328622584749,0.924286441664892
1.11617485140888,1.10781801752867,0.969535448334011
1.10465344579611,1.11062231417331,1.0625265928592
1.18894695056174,1.18926859457259,1.09256847440468
1.21392304232278,1.19303951963139,1.04103539058658
1.11497635243335,1.1316446794485,0.944175656823831
1.30339432609341,1.31452897089083,1.05828050661466
1.21025884732485,1.21873848755827,1.02897417498786
1.29510021689384,1.29559941635982,1.16280129168385
1.09756673801585,1.08784937255738,1.00924765601559
1.28873643914304,1.29722831049464,1.1609138656361
1.06916109818328,1.07989800364826,0.892365999448755
1.25084119205226,1.24799163325425,1.21427204372509
1.15064411102916,1.14707140756221,1.03894539851553
1.29279921743807,1.30049122913822,1.20390082200064
1.33383314256526,1.33314328251174,1.11692215287808
1.32358704677794,1.30300506969991,1.12367149593775
1.27435307329818,1.28322008489066,1.15815537583798
1.25328796132261,1.26282102141942,1.05831913542634
1.16771639293657,1.18340512011115,1.0839584708944
1.21848855528243,1.25209756301457,1.13983599652969
1.13057702404012,1.11963381005837,1.01018831076922
1.23871230818489,1.24503550263109,1.09165310704383
1.14617942221275,1.17291930254773,1.00504314022671
1.22658388809831,1.26848718851223,1.05006058302804
1.15285008493009,1.13889092951377,1.07669218255766
1.21410042495629,1.21642002531886,1.18207141095557
1.36528790605511,1.36022988173457,1.18653820900142
1.17213481514673,1.15323183715318,0.966765869170847
1.2138632869443,1.21853622958932,1.12806967713652
1.18884455228333,1.163309807452,1.08953000443515
1.0654323441394,1.05425626014857,1.06874795536315
1.23350941582936,1.2360244491015,1.12826364866329
1.25151715340597,1.25159999716405,1.2089595228017
1.27994875440274,1.29790209086866,1.1437846713123
1.24279788465365,1.22931111348974,1.01639784671041
1.20133351963258,1.20328256983251,1.15245039825811
1.16686386399741,1.17929599826709,0.998466430440015
1.19399660980401,1.20081625172568,1.11265514981483
1.34626429463887,1.36029596746914,1.14670688758353
1.17135820490348,1.1857330318576,1.08577423442031
1.1196528524328,1.14787414490415,1.03112964474196
